order_id,product_id,quantity
01HRVX0VYW6XAKD3HA5X3JV1EE,305,34
01HRVX0VXR8NXEHSFYPW3B3AYK,1,20
01HRVX0ZYHTW01RZRTJD66X8DC,337,14
01HRVX1069SDBY2V9WZKP7A8HY,436,39
01HRVX0VXX0BCCAF0W0W9XJJHG,357,7
01HRVX0VXEFVFCQEASD7CZ01DN,3,23
01HRVX107TDNNEH8WB1S4P3VYQ,61,12
01HRVX104AKG193H6ZYFZWX0VM,156,3
01HRVX0VZS2948RWTVHRVT6F6W,303,25
01HRVX0VXMTXVC0TD8CYK0H9QB,191,39
01HRVX0VZV74XY4F3S29C0DBYG,651,50
01HRVX0Z32YBMQSGKEEXFEHF4C,543,11
01HRVX101N70ZB8MEDNQ77DJWQ,703,21
01HRVX0T25DN4BPVFDT7PCSY3S,243,19
01HRVX0W0MRRQ2HRN77CNNA5YX,852,27
01HRVX0VYS6XEVYRR2C2SATC6T,641,31
01HRVX104PRMQ91H3378MKPVWH,367,49
01HRVX102789T2WA9TBPB0M6ZR,555,50
01HRVX1023RTY4KDVWYV7SCJRV,568,13
01HRVX0VYYJCFYAQAMZ7E6QDHW,244,39
01HRVX0VXVJ8GJV5AH4A17MBCV,740,26
01HRVX0Z57KY8AJKV8HM0GMXRR,886,2
01HRVX0VZN397VP442MKW3K9HZ,419,1
01HRVX104Z434Z1V7NDFPPATST,474,5
01HRVX10654TFX0PMCVGA9BRHZ,158,42
01HRVX1013BWA4G2A901VYWADC,631,44
01HRVX1044VWP04JJC7XP0Y1TK,668,6
01HRVX100DG7RM110HV2V9CQWS,801,32
01HRVX0VXMGM3N758P6BTC6EBD,406,17
01HRVX0VYA3FKYQ956RQ1CXFCJ,621,17
01HRVX0ZYTMW7YBHKWKT5MD3Q6,22,3
01HRVX0VZVEAPD55CN83FKGK5R,411,49
01HRVX101FX55K400TVWTWNM5V,405,21
01HRVX10FXQQEBV21PX823F0W5,535,3
01HRVX104Q8KPAVZG0D5ABSYJ6,68,18
01HRVX104E9NYEMT6PV4SZ6GTB,304,10
01HRVX102KHVNASSKR2J4YY668,497,42
01HRVX104MPW2Z5CNYV151JQ4D,614,42
01HRVX10370FF4AW2SNNAW5EQB,848,4
01HRVX0ZZW48S7NP7NY8SW3FMH,209,8
01HRVX0VXHKHK7G7FD8YV76ZBX,243,14
01HRVX0VXWHBTTX99P8G6B4D8A,481,27
01HRVX0W0E3D1EYA5V67JBRGP0,815,31
01HRVX0VY4VV51CHGREN075JY6,173,29
01HRVX1014D0K6TKCCZ5HRPWHN,150,35
01HRVX0VYFKT2JTXN7QHPT5P02,661,50
01HRVX104E9NYEMT6PV4SZ6GTB,125,30
01HRVX0VY8BBWPYW6EF2J6TZRS,483,48
01HRVX1021GJWTCD4XAKZZ9VQG,770,18
01HRVX0W0GJC71YA54V8874RQR,767,1
01HRVX100J9H82RECPXQ11Q3T6,135,43
01HRVX0VZVRK6TFW5ZM6HYK0ZG,478,15
01HRVX101S90EXN64X7V7XW7YC,46,39
01HRVX1000QJPER82ZYYV5YEB2,663,20
01HRVX0VZS19A2H222M1Y6N636,759,17
01HRVX0VYGRC4VHSTBNVDWFGBP,877,29
01HRVX104KJ2DRTK24FD60E8CA,80,43
01HRVX0Z32YBMQSGKEEXFEHF4C,559,29
01HRVX106642C27X985MCNRX3N,73,3
01HRVX106MKHZAV1HPBQW2YHPJ,530,22
01HRVX0YXR17EK14T1AZQPAXVT,322,27
01HRVX10488AG33Y7Y9MXDHFVZ,484,17
01HRVX0W008J6871KS4BQ27J4Z,595,42
01HRVX0SWZPZRW3W501MGG2PCG,906,2
01HRVX104S2W8AM1P1C35CB606,343,48
01HRVX0VHWJVY1BB7VGQ5D6WNE,425,1
01HRVX101SAT5BJD4E7HEBAR9J,911,30
01HRVX1015ZWYZ7ZVNMC8DJKT7,581,50
01HRVX0SZF16YXRW8XSDQ8QJZN,672,41
01HRVX11DFJV3A12WWTJFX9MR3,651,26
01HRVX0VYV1GVM3J5T0R3EP95P,745,34
01HRVX11DJNAT3DFX0S8P0PD56,579,12
01HRVX104K7JC70NQFGPYNCG9F,583,35
01HRVX0VY49MKWD8XGJJ9F92NK,608,15
01HRVX0VXH15D1KCJ0AM8M4T6W,468,43
01HRVX100PE1W1FEN4ZX2S9YDQ,507,39
01HRVX104N2C1W62SHAS8KQ5PM,527,11
01HRVX1016425012RTKXS4E3NC,611,28
01HRVX0W0YHJKTS37X5YKHESKD,737,45
01HRVX102Q7CTP74QT67JX0RX3,322,34
01HRVX0VXGKC9Z9T6KHH4882KZ,691,14
01HRVX0VZW21T6FWAMF815JB9R,39,28
01HRVX0ZYXHJMEQPNFCPYQ4MHA,483,15
01HRVX0ZYTNSXE6KNTJ0TC5FFS,152,14
01HRVX0VZB0PCXMC9NFZ3ZF0FK,715,20
01HRVX0VXZV4PJ8S0XSZYDRYBF,477,29
01HRVX106MKHZAV1HPBQW2YHPJ,120,31
01HRVX0Z2XMXRY2X7NRH9KXC1W,687,45
01HRVX10174ZET4DGBR3WKR0W0,902,40
01HRVX0VK3D8H37G23S73D4HEE,664,24
01HRVX104ENG38QMA6FEEYD2SP,852,49
01HRVX10G7ZB42ZAMP2NR7VTHW,937,24
01HRVX0VXK2QN1YGSSRN1K19M9,748,11
01HRVX104D02E9VGQ5RCBV6FVQ,229,8
01HRVX0VY7F0B06Z1DJVBBBYG3,401,6
01HRVX0VMYDGVJKTP7YDJSKKV7,681,44
01HRVX0ZZEY3CBQ63210ZYZSY9,23,44
01HRVX100SYT0WPSWP9FY6APC8,175,30
01HRVX100FGQQD6Z77HJ6QQN9K,870,36
01HRVX0W09KVR926JT1783SZSM,216,45
01HRVX11DGW6JSHWPAXKCEDZ1C,347,40
01HRVX0VZHRCG7Z71Z4D91R86D,233,1
01HRVX0VZWWHGGT6TJJ782NF7F,554,37
01HRVX11DDMJVM9FR8W199BDAB,612,32
01HRVX0VYSXPXW0Q3V86X998H7,756,38
01HRVX1064TVHND1G0CX2A1Y55,820,37
01HRVX0VZM5GM1FNFXGFEYV4DV,358,34
01HRVX0VXP5A853F7YM5PJ2YNE,428,22
01HRVX0VY90YBAY8BSN10SQWZ4,853,45
01HRVX0ZZ98T69X2QZ6NB2E7HT,734,50
01HRVX0W0A8QT0VRCMA0Q21054,642,22
01HRVX0W08ECKK9V46ZCZV87BW,303,46
01HRVX0VX0XSPQRP0A2CBCSK68,26,42
01HRVX10FJ46Z9RCS2H929644Y,862,33
01HRVX1005NVDK54953DM71WAV,598,22
01HRVX0W07SVP0WW92V6S8EFNE,215,8
01HRVX0W0VD7FRZXTXR9M8TR49,485,15
01HRVX1012TYSRK02T267X6A9E,451,27
01HRVX1007V5K3EN2D3PQ7X1P2,708,46
01HRVX100AMRTYABDKQ3JDSB1H,354,49
01HRVX1014HPGT7S80WH5S18KA,221,22
01HRVX0VZRD9AT8HEATM4SRMPY,738,6
01HRVX0VZ7RHJESHH7QCA1TBVD,645,1
01HRVX101BHDTPM3074FK0J83N,97,8
01HRVX0W097XE61WF2W1NV7REM,380,30
01HRVX0VYJ3JH9WK2EWK8F4YTD,642,8
01HRVX100PE1W1FEN4ZX2S9YDQ,174,34
01HRVX107S99WM68PHZA2PK82X,874,33
01HRVX0VZJ8SSNX3ACCR6G5BVW,553,49
01HRVX1000QJPER82ZYYV5YEB2,357,41
01HRVX1031776VZ1SV88YVF9XQ,948,27
01HRVX0VZ6QG7B13ZPBDZ3M7MN,301,13
01HRVX0VZ7PGHN2ACTYDQRXTF9,424,24
01HRVX0VY0F5T1YXAQRZDTRQAS,612,6
01HRVX0ZZBHJ2S2D5HX8NKX7QV,852,17
01HRVX0VXQ8WS62DD0AFQ2G9TV,732,49
01HRVX0W05CKHN9P9P6WBZNFZ2,159,4
01HRVX107RNRY3VQT1WHFT5YZN,901,6
01HRVX10G6ZAVAN65FPKSXGJBD,27,15
01HRVX100Q8MQ69EXKQYE786RW,300,10
01HRVX0VZZ8PGAB2H4JPA0MXKP,419,44
01HRVX10253HSS80SQ349MQ2CR,364,6
01HRVX10547Y8JH3W80ZQC1EA4,627,5
01HRVX101TW3SEPVD9CTCXEK8C,497,42
01HRVX0VZ5K9CF7B9GW693F87K,281,10
01HRVX100G15H4NRJNWH2YB6F2,439,40
01HRVX0ZZBHJ2S2D5HX8NKX7QV,283,6
01HRVX0VZSYK9GKKVE3XM6Q60Z,612,16
01HRVX1014PFXPVY9KSQE1SP44,19,7
01HRVX104X5M8M1JRQX908V2VP,930,28
01HRVX0W07YBN4F5H26F45F4AK,175,32
01HRVX0VZNX7VHDFB1PYJTRS0X,823,47
01HRVX101PR5S1C4N8515X2JQ4,148,30
01HRVX10G4NBJM9DCH8S65AKPA,474,4
01HRVX107V1BSXTJYNMPBAGWP0,187,43
01HRVX0W03HQEDD8PD73XDF4X3,237,16
01HRVX0VXYVDPHVBN6WDWE9N6W,892,1
01HRVX0ZZS203D4TWGCZT6FJ3R,841,32
01HRVX0VZNT6N8RYZDH6W5WA1M,213,15
01HRVX0ZSN4DENNQJVS9PS7A5T,292,23
01HRVX0W7NM0VVXT9QX0JDHK1B,273,50
01HRVX0VXWX21RYB6XSQY14XDE,947,11
01HRVX10103VE6KWS4ECAX4KV0,381,42
01HRVX0VY495090SNWBNW6Y2AC,833,36
01HRVX1021GJWTCD4XAKZZ9VQG,46,2
01HRVX0VJTMY0NRNTF6MYP0ED6,599,19
01HRVX0ZYYZW72EX9YRC6HKJJG,207,24
01HRVX1061PTBM9A753CNJ23H0,451,18
01HRVX100SYT0WPSWP9FY6APC8,892,25
01HRVX0VZMFT0GWGM67RX5Q07Y,920,42
01HRVX101AQH4HA6DRAETJVWZD,304,36
01HRVX0VYY0TA768AJG9MQ7B4J,145,17
01HRVX106KABGY1ZQ0CMSWJG9A,422,24
01HRVX0VZHNQB9KXTKT7426YA7,131,1
01HRVX104TXFNHYB38VZCJMSE9,927,7
01HRVX0W03HQEDD8PD73XDF4X3,695,32
01HRVX10129T40N0A5VY8M7BRJ,403,10
01HRVX0W001W7G45R5RRV1EGQY,211,7
01HRVX0ZZEY3CBQ63210ZYZSY9,724,4
01HRVX0VZW21T6FWAMF815JB9R,946,49
01HRVX107JVJVFWJPA7FZ28Q0R,567,14
01HRVX0W085EVTMQ0MXNZ6PW5J,590,29
01HRVX11DH1YJJX2TMJT66ZSMT,73,44
01HRVX0VY3637EB3ETKTRTC8J2,543,1
01HRVX0VZW8KPFBS6KVW5DEMF3,306,4
01HRVX0VXY8ACJPC4TS5YT2PHE,509,7
01HRVX0VZFTZ85QEA28CRJYB1E,647,35
01HRVX0VXYVDPHVBN6WDWE9N6W,139,7
01HRVX0VXQ4WCWK8TVA1W5Y55C,467,31
01HRVX0W7QPTCNJ5M997RJNJCC,609,7
01HRVX0W0E3D1EYA5V67JBRGP0,204,46
01HRVX0VY201N5SQHGH2CT9XG3,556,6
01HRVX0W015SHBRP990BPRHVT3,450,31
01HRVX104NS7YDDF1FE3TNEEG1,596,33
01HRVX1017XC0M0NGX4PES2F84,10,17
01HRVX101J0HNT5AKFTQKXQ3G9,833,27
01HRVX0VZ6QG7B13ZPBDZ3M7MN,132,2
01HRVX103E47DX9BNNX0X831VR,909,33
01HRVX0VZZM6C4CQSQX02D5K62,358,30
01HRVX0VX753HB7V6VWVQ05H6E,26,22
01HRVX0VXRV43ZX6W4R2578X64,234,11
01HRVX101A2N1P3MMDJHCPNJNY,505,6
01HRVX0VY8BBWPYW6EF2J6TZRS,150,31
01HRVX0VY4CAEN69NW8YH340AG,535,10
01HRVX0W03XQNQNFBG7C12AJG8,119,26
01HRVX1050WS767RHYRJZTKHGT,748,28
01HRVX10253HSS80SQ349MQ2CR,84,17
01HRVX0VXXWRX8R4EZYKNT5MEJ,407,28
01HRVX0W0WGR2QB3EE1WAZ0EZ5,753,45
01HRVX101XEQKSXYNWQMYQRJA2,885,24
01HRVX0ZZ840WJD5H17TFGD8PZ,826,23
01HRVX101E495S882SMQ1A58KH,551,28
01HRVX101KSWN2AX1DBGMK59CA,7,40
01HRVX10103VE6KWS4ECAX4KV0,751,35
01HRVX0T4V41THFNCVZSWPJG0Z,863,44
01HRVX107S99WM68PHZA2PK82X,128,14
01HRVX0ZYZ79RJ9M6J7XWG2QR2,857,44
01HRVX1017VYNMR8WATS31TKA0,404,5
01HRVX0ZZ0XN6TVB7S71Z00CFV,570,45
01HRVX104K38G41FFBQEMTZH7A,397,28
01HRVX0W06Q7MSAMKT5XT79427,280,23
01HRVX103E47DX9BNNX0X831VR,762,4
01HRVX11DFJV3A12WWTJFX9MR3,651,32
01HRVX103F739DH9X865T2CSZW,674,28
01HRVX1031776VZ1SV88YVF9XQ,890,46
01HRVX0VXV6A43P79S3PAEFNGT,786,46
