payment_id,customer_id,product_id,order_id,amount,payment_date,payment_type
01HR88GRW8QH8M9PYPJZ6K2HTH,01HR877TAWPRFCMPVCQSVZZ8VD,203,01HR879PRW4FZPTH3SN28TVCMS,2000.0,10/05/2018,card
01HR88GRW902Q2Z9JPQ8SFE15A,01HR877T7RDNT8MRFA7XZCD9VF,769,01HR879PSFRG09FDR8XVG95KJ7,2000.0,24/07/2015,cash
01HR88GPZ5KG8X82CSB8NN4GPW,01HR877T4KRHEBZZSH0202E5NG,509,01HR879PRSEN543MGK3K1ZE8Z1,2000.0,31/12/2015,card
01HR88GRFXCNJ8NWV3VKCVKZ6Q,01HR877T23YDVDEN0TTSK96MDQ,512,01HR879PTS0NWP323Q1GZFDPBF,1642.73,10/08/2020,cash
01HR88GRTX5TRQF3QMQPTZFEBM,01HR877T8P0A2JSJX5MJPAWVAT,670,01HR879PRYYK2RSMRZTPMD5VB1,1993.34,10/03/2018,cash
01HR88GRTZPJT0DFK8T71PSTKZ,01HR877T68DXY076HFVKH34V45,53,01HR879PRYNTXESRDB9YPMNDGM,2000.0,27/11/2022,card
01HR88GRV0XNM694PJZEESSQ7Z,01HR877T21W7KQ9WT070ZKP931,445,01HR879N3E1W8FFMN9MD0FHJCT,2000.0,25/09/2010,card
01HR88GRV23GGD5AD6B6ST09KK,01HR877T6KSA5JTY9NFNZ0H5QV,158,01HR879PTQS0JC031DZR5R2NPH,878.77,13/11/2011,cash
01HR88GRV3H2AJ9540SAQAV12E,01HR877T8ZRSRGYN5ZY58EM9D5,151,01HR879PRCKJA9DAG6SCHT99BH,2000.0,24/02/2012,cash
01HR88GRV5TG8NVS548MFXZKNM,01HR877T4C372B7EBETGW99QMB,530,01HR879PTJC76TP0NVG8KK5N7Y,2000.0,11/07/2011,card
01HR88GRV6CHG072X17S9MC8EM,01HR877T4JAC2C92TZDV24H773,490,01HR879PDADY3PTAZX66QCDTMD,2000.0,13/08/2022,card
01HR88GRV8C8NFBWTEC4BHR8JF,01HR877T7B2XBP4AQZY4721DQK,514,01HR879PTTG0JWFKQZ1MA32FYJ,1600.52,25/10/2016,cash
01HR88GRV9A4KSFD8QJYS2MRB1,01HR877T8SX9SEC4MH6P4XZ0M1,95,01HR879PRBAZ26S7XGPJXF1KQX,2000.0,21/01/2013,card
01HR88GRVBEE67ZBDXFEF6H1E0,01HR877TAWYXRXFGAMTPJG7XYJ,946,01HR879PS7A4FHDV51AXVDAS1F,655.04,23/05/2016,card
01HR88GRVCSCNGBB5VMF1DMNZM,01HR877T2VSCW004V1NT3RS2TY,349,01HR879PR76ATGSSKH3KJ3AFXQ,93.73,23/04/2016,cash
01HR88GRVEZWD89TV253NW2XJA,01HR877T25S48VJWEAS62W36MP,30,01HR879PR0PMKF59T2V68VBVER,486.8,14/03/2022,card
01HR88GRVFSXF43R339JK1GNZZ,01HR877T8NK99KV931A9GHYB4Q,932,01HR879PS7TWSHE2100D37J1DV,2000.0,01/10/2017,card
01HR88GRVH6X4CCW4RJNG9TFJ7,01HR877T6P9695F0WVHCW6EC2M,383,01HR879PREKMERKE2WG5HTWNNZ,2000.0,20/04/2022,cash
01HR88GRVMW9WF0QJRK6AHFMZV,01HR877TB58M9WY58K9ZE4Q4J7,268,01HR879PSXCV8YHAC3VAHM48F2,1511.68,10/07/2014,cash
01HR88GRVP1VTAQB2TN895KN40,01HR877T7XXE2A72EYB4F4G2EY,697,01HR879PRYBSCXTM1MQB59KA7N,2000.0,28/02/2020,cash
01HR88GRVSFPS1BDDHAD8R07FR,01HR877T4HDEVP9PY4XFGRKWT1,586,01HR879PS4BZZ8J4F82424A6AY,1938.36,02/01/2011,cash
01HR88GRVVBGX8BPE4PWAQF4RV,01HR877T8T1114SHZZADGKY8P7,22,01HR879PT4A8MWBEDG3GTJ6YDF,926.36,23/02/2019,card
01HR88GRVY04N9XBNEE47300XE,01HR877T0S850JQ4CQ5FY4WKK6,45,01HR879PRXN09YMB3R666AX66J,2000.0,17/10/2016,cash
01HR88GRW0HMSEZC3D4CM7XN3E,01HR877TAKA6QXB0Y9ESQ3PYV1,65,01HR879PT3VMZNX5ME5648Z6QM,2000.0,11/07/2010,cash
01HR88GRW3CR7NYKSMF0VNJ5BG,01HR877T90ADC6WNHH7569XH58,265,01HR879PRV6KHGDGW9TATQ62VC,815.87,03/10/2017,card
01HR88GRW5D330QSQH5JHR5H7E,01HR877T4CDQ2VF1S7CRXNDYG7,532,01HR879PQHM67XMCZS35YK7T92,2000.0,24/09/2022,cash
01HR88GRW8ADYEPFS3BJZVD4TS,01HR877T3KZ6JNW16WCBKXSZW5,945,01HR879PRP7PT5BJTVHXZAY4X0,2000.0,15/02/2017,card
01HR88GRWA4DXT5CMATEMHK4AM,01HR877T3EHRKCX9WR43XA60QZ,673,01HR879PTCGH9EC0MZVCK07PR2,23.43,16/05/2015,card
01HR88GRWCFNZFTBFBT35DM7WE,01HR877T49X45W727YDMPRADE5,594,01HR879PTE24R17X02JFJEPPN7,1958.33,06/04/2020,card
01HR88GRWDBRVMY4EPDQSYC1ZF,01HR877TB7T2D0QGDCR0034MAA,432,01HR879PS4EMYTEJMVSW92ERFB,2000.0,08/06/2017,card
01HR88GRWF5GFQYJDHWPZ8AQXE,01HR877T36NG9EPAGVMX5KQKD6,779,01HR879PRPG5YY2RG3SZ527HWA,2000.0,22/12/2013,cash
01HR88GRWHQR2TWS4C50HQV41V,01HR877T6JKTPNBZ4290R8T4VC,233,01HR879N1JHRCTPE4KW9MARRAM,2000.0,25/09/2016,card
01HR88GRWJQY4HKK3PFSCJ4DJ9,01HR877T8RJR83JQQE0ENPAC2P,209,01HR879PT751C5WXXAMWMFBM7T,356.79,02/12/2016,cash
01HR88GPZ8B4VMPFZ2C5GVD1AJ,01HR877T912MXX6YWZP6PTMES2,438,01HR879PRR7J7Y628MHH48KT9T,631.82,06/12/2010,cash
01HR88GRGG5BB2YR3JX9G2W0D6,01HR877T9DYQAXGYJDMA0YAX2A,671,01HR879PR1MD17TVZ8A8MQSKAR,2000.0,22/07/2014,card
01HR88GRVJA91Y5ZGX9BB1GSZQ,01HR877T7PCYC5JVMZ1T0D9S8N,633,01HR879PSSVEQWM00SB7RBPF5K,1868.16,05/03/2011,cash
01HR88GRVM0Q4FN11NCFQXND97,01HR877T6CYP00NN4EVP8EVBSM,17,01HR879PR9Y2JB3GDEDC893MVT,1764.42,26/06/2015,card
01HR88GRVQQQHVXSJ0SD5NGA7K,01HR877T3GMNKPWC48FVYM3PF3,678,01HR879PS2F827F649R3WNGDJW,724.96,31/08/2015,cash
01HR88GRVS81GVV5CMBRG0SQBG,01HR877T7VT8A7JH5EN22ACFWA,465,01HR879PRGQWCFHKQC234GT2WK,2000.0,31/10/2018,cash
01HR88GRVWWF4FVH8E1KBQVTF9,01HR877T0REV4328E9Q8DXHRY3,142,01HR879PTE79ZN3BW7RJR07SNP,1354.14,21/08/2019,cash
01HR88GRVZQJAJNEAGQ8J4ZKQN,01HR877T8ZKTY79ZYK0KAZPE0K,524,01HR879PR85B247JKQM5NZBE7Z,2000.0,05/07/2014,cash
01HR88GRW1H15V2CJ74KDCWS4A,01HR877T4JAC2C92TZDV24H773,678,01HR879PRJ8KN1MXT1GZB1V561,724.96,04/07/2017,card
01HR88GRW4YHJ1SNS370BWBCBK,01HR877T31DH7AQ5PG6B3ETRB9,144,01HR879PRNQFA58P7JMCJ2EMTQ,2000.0,05/07/2016,cash
01HR88GRW6AWBHKF40BX7MZPTX,01HR877T7TFV9HG9CJ7CZ8KWKH,697,01HR879PSQXTJ3R8S4VE76YQGP,2000.0,25/12/2019,cash
01HR88GRW9KQT2P54C3EKJ6HVR,01HR877T0EX6A77SXS258AT5W6,484,01HR879PQJG1JHT2043PA3MBRS,1738.89,31/07/2020,cash
01HR88GRWBE1F4P9Z419QZWWCN,01HR877T0YSA1K8VV8ER17PJK4,611,01HR879PSJE9K7X2R156HK1W2X,144.52,03/06/2016,card
01HR88GRWD60YR8HF9MCRMQCTF,01HR877T94H90C9RTD009399WH,534,01HR879PQY2EWG45YMAAMVSQB0,1176.22,10/04/2012,cash
01HR88GRWEW014FVX7TD4N2GG2,01HR877T6ZB9HCNNBPG91KS5Z5,812,01HR879PRQDPFNMSMEVADJBEG5,1290.84,16/12/2010,cash
01HR88GRWGQMSSCX9FEPJKNR8M,01HR877TA7YVK7D5X88TENMHA6,255,01HR879PRBN7VBH09RJKJRX8T5,2000.0,10/11/2021,card
01HR88GRWHAZNHKWNP4HKKA2C6,01HR877T6D6SECFQGWM5H2XCSZ,333,01HR879PS4SA7G2DEZS9FQ8KA4,1016.31,21/06/2014,cash
01HR88GRWK5SV67QPEBWFB7354,01HR877T1ZQH67MT5VYE0KGR0X,676,01HR879PS7TN4MRB7ZPX73DC78,46.15,04/02/2018,card
01HR88GRWM7NNBNXYPW25TCK1K,01HR877TA0WFJAW9BPV3C299XS,464,01HR879PTS0NWP323Q1GZFDPBF,2000.0,26/11/2016,card
01HR88GRWPHR4DVM9PKPV6F421,01HR877T5V262NZRBZXGKJAQR1,470,01HR879PS47ATGG0X7C17CANB5,2000.0,18/03/2010,cash
01HR88GRWQMCY9V82VMWSGMERQ,01HR877T58X331G7C6Q61897GS,927,01HR879PV4QZTT823V039A1KAX,2000.0,15/09/2023,cash
01HR88GRWSE32AGV6K1478Z2BR,01HR877T2JT8BS7180X1HHANB6,298,01HR879PRKJ9Q7T58QEZSD3XPP,2000.0,28/10/2023,card
01HR88GRWVF8H4T98TZEC4ZDMD,01HR877T6ERMN7576SRSV6C49Q,877,01HR879PQZ14905MA2F0BE3SC6,2000.0,28/10/2020,cash
01HR88GRWW80NESFJE9B831TBH,01HR877T1083F7HAM2TAXD0Q5C,97,01HR879PTPAJPZ6CY5JCMED44H,2000.0,04/04/2010,card
01HR88GRWYBGRHXSGZ91QZAXB6,01HR877T2G0FC47X47NWCN86X0,238,01HR879PSR7XSHJGYJ8NCEP8WC,181.11,18/10/2016,card
01HR88GRWZ2YG9E9SRX6SZQEKC,01HR877T3082SK6MS83PXW37JG,59,01HR879PSC1C6VF92SFB8WZ9GZ,1687.74,26/04/2012,cash
01HR88GRX1VKKQAVEC7Q2VA0D9,01HR877T44QEWJZYX2VKCKFGAR,660,01HR879PSGT0WVFT3CTWSNWAXQ,2000.0,06/02/2014,cash
01HR88GRX2JHVH9VEFKCD5RBTR,01HR877TB09K6871Z8NV72W8TX,659,01HR879PQYYRKC73XM5DZH1M3V,2000.0,10/09/2023,card
01HR88GRX4T8G4NW81ZZ855C9H,01HR877T4HG2ZPBX7E7H9EVYJB,347,01HR879PQNPQWZCJWX7AJ4Q9HZ,131.47,29/08/2010,cash
01HR88GRX5PM983371CQK7HRTE,01HR877T3R1J1CD045HHWNM7HH,403,01HR879PR5HXZ6K5Y3140CWV67,1185.42,28/10/2014,cash
01HR88GRX791FQAECXC3132ZMD,01HR877T84N39S2DRM0P4FP21T,331,01HR879PRA3RTY1TC4SHFWGJ24,2000.0,05/01/2011,cash
01HR88GPZK4AMQHPPV9QZZSFRR,01HR877T3NZHK3M4AAG2AYCDR6,82,01HR879PS4A2Y110C3QBQXTF4N,2000.0,21/11/2021,card
01HR88GRJ6T46WRDR76Y1BY20F,01HR877T8P0A2JSJX5MJPAWVAT,566,01HR879N878TW6QQD17TREWRDJ,87.06,07/10/2020,card
01HR88GRX6B5Z9GW118N43HSBQ,01HR877T4C5M20X4YD9SCA0JMF,913,01HR879N2WQGG2FXDW5GPK32A9,2000.0,09/02/2023,cash
01HR88GRX7NFMNMKG61274TFWF,01HR877TAGWWCYMYK585WD6AKA,608,01HR879PRCKJA9DAG6SCHT99BH,2000.0,03/10/2020,cash
01HR88GRX9NWT68QH6H3YBTCYR,01HR877T2VSCW004V1NT3RS2TY,365,01HR879PQ9NQ422X9HTCVT2CMW,2000.0,06/07/2012,card
01HR88GRXA6BQMANGNHE8EJJK4,01HR877T5D4RXYQ554G13KGKZJ,118,01HR879PS20P3WN5K0T4F5ZDVH,222.08,19/12/2010,card
01HR88GRXC172K96Z0531NXQA9,01HR877T6P9695F0WVHCW6EC2M,803,01HR879PVBYM3V6QHQT8GZNPRZ,260.18,25/09/2019,cash
01HR88GRXD34SNZ4JKRD1C9GN4,01HR877T2XHE4E69EBX6Q5HT02,413,01HR879PR068JFP2TKGS6DJKX0,2000.0,24/01/2012,card
01HR88GRXFE4780TY0EY5G2HHR,01HR877TBE8SWAXFQFRNKV9YDX,571,01HR879PQZZH3HV7H2B38JP30K,425.55,11/10/2019,card
01HR88GRXG55BDX18KGP29PDFM,01HR877T6CZFMJ134WZRQCBB8Y,384,01HR879PTXD94EY8JWNMCPX6EM,22.02,13/12/2019,cash
01HR88GRXJZCJDFPK76ZXVJ29Q,01HR877T6YQHYTNA74YWDZTNNQ,864,01HR879PS0V5Z44BH4PASM07A6,2000.0,11/05/2010,cash
01HR88GRXMPHVBXHRHFGF4T417,01HR877T1G993MTJ6HKWHBBKXC,559,01HR879PTS963WE1BKCWWT9GZT,721.13,19/05/2014,card
01HR88GRXNKNMFYNAMTNJ6553H,01HR877T6FD1DK0V47MSRQQHSC,458,01HR879PRATJ721W8C1H25559X,2000.0,30/05/2023,card
01HR88GRXQG0MRRAVGM5FTGKP2,01HR877T4HDEVP9PY4XFGRKWT1,269,01HR879PSAV2JRK6J1CF3K33JT,1.0,31/08/2021,cash
01HR88GRXR7455QVXAC8EF9EG3,01HR877T48F1TF7XMBCXCGXBSD,110,01HR879PTZB2X6TXZKKPS99QFV,2000.0,18/03/2012,card
01HR88GRXT6JBNYB5Y6AW76AEY,01HR877T6NP8V3NT29CHJBJ9BG,613,01HR879PSJE9CKH9BGWNB4895Q,986.79,09/03/2015,cash
01HR88GRXVAMK7W8R4P32NZBBC,01HR877T30TTNS2XVYM5P4WEGM,453,01HR879PR6K8RQE4H73CY2QXPG,2000.0,04/05/2013,card
01HR88GRXXQ953DV7A9JGS9JP9,01HR877T6KB7P2733KW8A199MJ,343,01HR879PRPJ6EVDQBYN8FF0DRP,497.11,22/01/2014,card
01HR88GRXY46DED3E1DZ816E9X,01HR877TARE91JYG5936NVDRS2,913,01HR879PT2WN8JCP4KRN9EK4A8,2000.0,16/08/2022,cash
01HR88GRY05ZHT1JJ4RAQ39DWX,01HR877T9WEYKEXA4NWTDX7G6K,124,01HR879PRXN8DAB5G9MXQ858YP,2000.0,03/04/2011,card
01HR88GRY1489SK61AK42M0QEA,01HR877T9VAS5Z2ZMQBCVQD0TD,647,01HR879PS1PNR5EE2P2N998XHN,864.88,19/07/2018,card
01HR88GRY3DPFT8FT5CE911P93,01HR877T4ER6TKHR788S4632MZ,608,01HR879PR6E8RR24BEXM08KSAA,2000.0,18/10/2014,card
01HR88GRY440BAT5GP37HPFE8M,01HR877T6K7R2D74W4G6J98CXF,216,01HR879PRF49FHMKWS9HRQP9WH,2000.0,09/01/2017,card
01HR88GRY6QVN8SG84JM9NBC7Z,01HR877T6CYP00NN4EVP8EVBSM,634,01HR879PTMXGXS8AMW7VXY0F20,1988.62,13/04/2016,card
01HR88GRY75CDTNCD70M4Y6BR6,01HR877T6D6SECFQGWM5H2XCSZ,792,01HR879PTDPEHNNNWP2XHEA0EP,1686.87,08/11/2021,cash
01HR88GRY9V7YS77QX2XM038C4,01HR877T3PNTPZYMVZ31A3GTPV,772,01HR879PR7CSN0P6WGH1XYS566,639.44,21/11/2016,cash
01HR88GRYBTCR2P0FGA8AD29Q0,01HR877T7YN87YNMQAEPG17QXQ,642,01HR879PSM745XV9H8HXV4666M,2000.0,17/07/2018,card
01HR88GRYC099MJCA9Q6ZSF0VH,01HR877TASEV4YK375A2HX7KMZ,87,01HR879PQEAFAAC4CJ8NQW7BYC,2000.0,23/05/2015,cash
01HR88GRYEK501MKGXDSKT7CGS,01HR877T363TWVJ1EM0SQA65Q1,451,01HR879PR54BARSWP3002BRNQT,259.37,29/07/2020,cash
01HR88GRYFQ5C9DVRY73VD5VEZ,01HR877T0EX6A77SXS258AT5W6,209,01HR879PS52ZDTKQT55MW14SMA,356.79,30/10/2019,cash
01HR88GRYHFMNWK3446MKX63P5,01HR877T7R8VZYVF5V70DJH1MQ,745,01HR879PRJTZA376XV0W8ZFNKH,2000.0,05/12/2015,cash
01HR88GQ2CHJT76C0JM6EA16JE,01HR877T5PX5JH92W9GR3BPBSJ,643,01HR879PS9V1DKKG3SVWSF17BZ,168.21,26/04/2013,card
01HR88GRMP5BX3YA70K72E8K18,01HR877TA495BYJ9AY6GWDG48B,163,01HR879PTH7VZ1NYXTZY2BJPK2,2000.0,18/06/2011,cash
01HR88GRZTHH4MN8BZ0DDP2YH1,01HR877T78K5TTYFCTB1YCMBYV,390,01HR879PTFCPM6H5TWJF346CT3,2000.0,09/06/2021,card
01HR88GRZWJA6M7P4C5GVGWWMA,01HR877TAX7T6K25N09TKF5R9W,329,01HR879PSWE587AP2J40DSZTBS,883.27,21/01/2019,card
01HR88GRZX19RMZVSXQFS4N7MG,01HR877TBC1TANN6Q0ZVA1P257,85,01HR879PTAA6Y7TE5YQGCTW17F,2000.0,11/10/2017,cash
01HR88GRZZF1EHEVTPKSS0Z46C,01HR877T21W7KQ9WT070ZKP931,88,01HR879PF248N8DS6V095TK0PD,406.81,23/12/2010,cash
01HR88GS008S0F8C1T83YCM2DP,01HR877T3AGKHHPDC51W1164D9,415,01HR879PTBPRQ32GWH01A7SEA3,2000.0,01/03/2020,card
01HR88GS02QX57154AAXS62HGG,01HR877T6HN7NDKMJD52CFREEE,617,01HR879PQTRR3MKPJ5ZXYDS2EQ,2000.0,23/08/2015,card
01HR88GS048FK7H8K3THYCZWN2,01HR877TAHYA7DWAGCP5XZMD8S,330,01HR879PS67Z2AR44V54ZGEM6D,833.37,06/07/2013,cash
01HR88GS0546S5KZ6RYC5GJ4G3,01HR877T14P6DM4ZGSADEWR5F1,485,01HR879PTN111FK42CJR4VZRW7,29.52,12/02/2022,cash
01HR88GS07SZ3NXWEJ1G2CXPAE,01HR877T3J1DBJRD60RV7Q506P,409,01HR879PRH148JJ4CZFDCWTE37,2000.0,22/09/2013,cash
01HR88GS08JPXNYCQRGX37J3DN,01HR877T4EMNXWX988H2EWR041,114,01HR879PS5SECM80C1H6TG4Y3C,542.24,04/01/2018,cash
01HR88GS0AXJ2CKA3G9HSY2007,01HR877TA14BHN31XBKBNYAECB,517,01HR879PSPCV9B0GQ31PMH2RZT,1206.92,18/11/2018,card
01HR88GS0C0MHAJ84E1CTWS9H9,01HR877T13YD1138EPM9NGKWW0,369,01HR879PS1ETMTS5ZVV76R7W8Y,1493.23,15/08/2017,cash
01HR88GS0DMM3JYB59NNPJAYHE,01HR877T6D6SECFQGWM5H2XCSZ,444,01HR879PRSKKRHDHK8JMRWVWGC,1287.17,02/03/2023,cash
01HR88GS0FQPZ0SRXDHWKAGCYE,01HR877T7QJXABKTYFR67D2ED5,890,01HR879PT6HP4Z10JQV30DFHAY,2000.0,07/11/2021,cash
01HR88GS0GT262E5AZ5Z2EDAH0,01HR877T5Q7KA3NJKTTCDTJWEG,184,01HR879PS2F827F649R3WNGDJW,2000.0,08/07/2022,cash
01HR88GS0J4AQYDCNZN02F0XZK,01HR877TB9FSAYSBCAD24PEA4D,904,01HR879PS07STRTHM53ZKH4XJ5,1840.66,25/05/2013,cash
01HR88GS0K7X60N6N3HCWQPBY2,01HR877T9JFK1S33E3SDKC5X8C,624,01HR879PV51XQM3RQ5KX9R5WQ2,2000.0,10/01/2023,card
01HR88GS0N8B9NDM4MQECR111V,01HR877T2W895EV5R2EMTKZ79S,458,01HR879PS0DW6KGBYR1D2RWS7K,2000.0,29/01/2020,cash
01HR88GS0PJBY7KMS3EY6N8T4W,01HR877T2616YPGB1WVM6C2QE8,936,01HR879PQMGMDGA26GPA8KPJYD,1232.3,23/03/2021,cash
01HR88GS0R3KQK5GFZ6KANPJ5B,01HR877T7ZB864W3TR68Y1CB7T,850,01HR879PSK6ESVKTHT08F9AR6R,925.22,24/10/2013,card
01HR88GS0SC286FP24P76QVR6G,01HR877T2N3F74XBH4BQX3BS0J,642,01HR879PT70ZNHYMK4JEH9Y8CF,2000.0,09/08/2015,cash
01HR88GS0V0SAN5D8DK5VWFFH9,01HR877T4XWSZB8011M63SD6ER,587,01HR879PRZNJZF9FK3RDC1J17S,64.65,20/05/2013,cash
01HR88GS0W053H41TNGZ47PQPE,01HR877T2VVFDJWY60WKZGEPDQ,676,01HR879PQXTCY0C68WBF9N8KPT,46.15,13/02/2021,cash
01HR88GS0Y47N2PSMWXS2J0R8V,01HR877T7PAY0BZ5FFE0FN83G4,611,01HR879PSM745XV9H8HXV4666M,144.52,24/09/2023,cash
01HR88GS0ZFFJCPK26CNFJKWNX,01HR877T4M5TTW5T80NAR7TXF9,858,01HR879PSE5Q1Z9R7VJGEJCZD8,706.88,13/10/2015,cash
01HR88GS11FAN3RTD2J67YC6P5,01HR877T7W7WTG77Q4H1S9M189,754,01HR879PSEBF23XAX86483F6XK,1456.1,17/09/2020,cash
01HR88GS12896PBNHJ7GRN1SP3,01HR877T6NYTYK481KVVDN7NT9,283,01HR879PTDQM4ZA19Y212YQ56G,2000.0,21/07/2014,cash
01HR88GS14CRE55GBCXAT0V3MH,01HR877T9JGGYSXGZXBVN18KPE,396,01HR879PRTZB58MZRGF57AF7J0,913.11,15/03/2010,card
01HR88GS155VD905SVX70XM3Z4,01HR877T3GMNKPWC48FVYM3PF3,585,01HR879PSMFF15G48HN264TY3R,351.06,07/08/2019,cash
01HR88GQ08VVC0HAWRQDMC51S8,01HR877T1786CGDBCSVTQNHQPK,386,01HR879PRZGAQ41Y4D6R7A86E5,2000.0,10/08/2021,card
01HR88GRGSK1R0MNPP3SC0165H,01HR877T68DXY076HFVKH34V45,344,01HR879PQYYRKC73XM5DZH1M3V,2000.0,22/06/2020,card
01HR88GRVS84BH78KQP0GWYRKX,01HR877T6H1XE70TMN42YJWKBC,774,01HR879PR8JAFGESN2FP0YGB36,2000.0,07/04/2010,card
01HR88GRVVZYDBGHV2KVJCYS2K,01HR877T4C5M20X4YD9SCA0JMF,144,01HR879PS25G05EP2MNBPGHTNE,2000.0,25/06/2015,card
01HR88GRVWYX84H3CTH18PT4QT,01HR877T3T1GDYEF6JSJVG830Y,576,01HR879PR28QP224YAR24BH40X,2000.0,01/09/2017,cash
01HR88GRVXJRW0X4ZCS87MKNQM,01HR877T4ENMT8Z81RPVQQBWST,172,01HR879PTAMS5AEN1MDYZ1QSSY,2000.0,23/02/2023,card
01HR88GRVZP821DFA29DVP70MD,01HR877T2XHE4E69EBX6Q5HT02,836,01HR879PTC3KZEPZAR4WJSJS26,872.54,18/11/2020,card
